BattSchedule_MW,SOC_percent,EnergyPriceDA_€perMWh,EnergyProfit_€,FCRCapacity,FCRPrice_€perMW,FCRRev_€,aFRR_UpCapacity,aFRR_UpPrice_€perMW,aFRR_UpRev_€,aFRR_DownCapacity,aFRR_DownPrice_€perMW,aFRR_DownRev_€,CapacityObligation
-0.90,0.11,-139.97,31.63,0.25,23.64,1.36,0.00,3.84,0.00,0.10,25.52,0.61,0.00
-1.00,0.52,-139.94,34.98,0.25,23.64,1.36,0.25,3.84,0.22,-0.00,25.52,-0.00,0.00
-0.05,0.98,-59.93,0.71,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
1.00,1.00,622.41,143.46,-0.00,23.64,-0.00,0.00,3.84,0.00,-0.00,25.52,-0.00,0.00
-0.85,0.50,-59.94,12.68,0.25,23.64,1.36,0.25,3.84,0.22,0.15,25.52,0.98,0.00
0.00,0.89,-29.97,-0.00,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
0.00,0.89,-29.91,-0.00,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
1.00,0.88,499.95,115.23,-0.00,23.64,-0.00,0.00,3.84,0.00,0.50,25.52,3.19,0.00
-0.50,0.39,-30.00,3.75,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
-0.50,0.62,-30.00,3.75,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
0.00,0.85,104.24,0.00,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
1.00,0.85,499.96,115.24,-0.00,23.64,-0.00,0.00,3.84,0.00,0.50,25.52,3.19,0.00
-0.50,0.36,-30.00,3.75,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.86,0.59,-30.00,6.47,0.25,12.04,0.69,0.25,6.16,0.35,0.14,8.24,0.28,0.00
0.00,0.98,33.76,0.00,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
1.00,0.98,499.91,115.22,-0.00,12.04,-0.00,0.00,6.16,0.00,0.00,8.24,0.00,0.00
-0.50,0.48,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.71,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
0.00,0.94,23.96,0.00,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
1.00,0.94,499.94,115.23,-0.00,12.04,-0.00,0.00,6.16,0.00,0.00,8.24,0.00,0.00
0.00,0.44,42.39,0.00,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.44,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.73,0.67,-29.90,5.45,0.25,12.04,0.69,0.25,6.16,0.35,0.27,8.24,0.56,0.00
1.00,1.00,499.91,115.22,0.00,12.04,0.00,-0.00,6.16,-0.00,0.00,8.24,0.00,0.00
0.79,0.50,449.69,82.39,0.21,12.04,0.57,0.00,6.16,0.00,0.00,8.24,0.00,0.00
-0.50,0.10,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.33,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.56,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
1.00,0.79,499.91,115.22,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
-0.50,0.29,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
0.00,0.52,-20.42,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.52,-29.91,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
1.00,0.75,499.93,115.23,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
0.00,0.25,-3.81,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.25,-29.91,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.48,-29.91,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
1.00,0.71,499.94,115.23,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
-0.50,0.21,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.44,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
0.00,0.67,-3.09,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
1.00,0.67,499.91,115.22,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
0.00,0.17,-0.12,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.17,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.40,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
1.00,0.63,499.92,115.23,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
-0.50,0.13,-29.90,3.74,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
0.00,0.36,141.82,0.00,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.53,0.36,-29.90,3.94,0.25,9.92,0.57,0.25,12.68,0.73,0.47,5.80,0.68,0.00
1.00,0.60,416.17,95.92,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
-0.50,0.10,-29.90,3.74,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.60,0.33,-29.90,4.51,0.25,9.92,0.57,0.25,12.68,0.73,0.40,5.80,0.57,0.00
0.00,0.61,239.59,0.00,0.25,9.92,0.57,0.25,12.68,0.73,0.00,5.80,0.00,0.00
1.00,0.60,499.92,115.23,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
0.00,0.10,132.79,0.00,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.50,0.10,-29.90,3.74,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.59,0.33,-29.90,4.41,0.25,9.92,0.57,0.25,12.68,0.73,0.41,5.80,0.59,0.00
1.00,0.60,499.95,115.23,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
0.00,0.10,99.95,0.00,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.50,0.10,-29.90,3.74,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.59,0.33,-30.00,4.42,0.25,9.92,0.57,0.25,12.68,0.73,0.41,5.80,0.60,0.00
1.00,0.60,740.76,170.74,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
-0.13,0.10,-30.00,0.96,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.85,0.16,-59.95,12.71,0.25,12.96,0.75,0.25,9.24,0.53,0.15,9.40,0.36,0.00
-1.00,0.55,-59.98,14.99,0.25,12.96,0.75,0.25,9.24,0.53,-0.00,9.40,-0.00,0.00
1.00,1.00,499.97,115.24,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
0.00,0.50,33.47,0.00,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
0.00,0.50,-30.00,-0.00,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.35,0.50,-30.00,2.61,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
1.00,0.66,569.80,131.33,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
0.00,0.16,-29.96,-0.00,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.85,0.16,-59.91,12.70,0.25,12.96,0.75,0.25,9.24,0.53,0.15,9.40,0.36,0.00
-1.00,0.55,-59.93,14.98,0.25,12.96,0.75,0.25,9.24,0.53,-0.00,9.40,-0.00,0.00
1.00,1.00,449.91,103.70,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
0.00,0.50,-29.95,-0.00,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.42,0.50,-29.97,3.12,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.50,0.69,-30.00,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
0.00,0.92,154.11,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,124.94,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,86.08,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,75.08,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,124.97,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,114.94,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,109.91,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,73.50,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,104.90,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,79.10,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,94.07,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,105.90,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.92,94.91,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.91,92.98,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.91,88.70,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.91,107.91,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.91,73.39,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,113.01,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,97.83,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,123.08,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,63.70,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,89.20,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,157.91,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,192.79,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,79.93,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,136.30,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,185.84,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,217.93,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,128.80,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,164.28,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,214.95,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,240.26,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.91,120.07,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,180.03,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,190.08,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,217.80,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,195.96,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,190.09,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,185.10,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,183.03,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,200.04,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,185.05,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,180.04,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,167.00,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,190.08,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.90,186.65,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
