BattSchedule_MW,SOC_percent,EnergyPriceDA_€perMWh,EnergyProfit_€,FCRCapacity,FCRPrice_€perMW,FCRRev_€,aFRR_UpCapacity,aFRR_UpPrice_€perMW,aFRR_UpRev_€,aFRR_DownCapacity,aFRR_DownPrice_€perMW,aFRR_DownRev_€,CapacityObligation
-1.00,0.19,-139.97,34.99,0.25,23.64,1.36,0.25,3.84,0.22,-0.00,25.52,-0.00,0.00
-1.00,0.42,-139.94,34.98,0.25,23.64,1.36,0.25,3.84,0.22,-0.00,25.52,-0.00,0.00
-1.00,0.65,-59.93,14.98,0.25,23.64,1.36,0.25,3.84,0.22,-0.00,25.52,-0.00,0.00
1.00,0.88,622.41,143.46,-0.00,23.64,-0.00,0.00,3.84,0.00,0.50,25.52,3.19,0.00
-1.00,0.63,-59.94,14.99,0.25,23.64,1.36,0.25,3.84,0.22,-0.00,25.52,-0.00,0.00
-0.37,0.86,-29.97,2.79,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
0.00,0.94,-29.91,-0.00,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
1.00,0.94,499.95,115.23,-0.00,23.64,-0.00,0.00,3.84,0.00,0.50,25.52,3.19,0.00
-0.50,0.70,-30.00,3.75,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
-0.50,0.81,-30.00,3.75,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
0.00,0.93,104.24,0.00,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
1.00,0.93,499.96,115.24,-0.00,23.64,-0.00,0.00,3.84,0.00,0.50,25.52,3.19,0.00
-0.50,0.68,-30.00,3.75,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.79,-30.00,3.75,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
0.00,0.91,33.76,0.00,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
1.00,0.91,499.91,115.22,-0.00,12.04,-0.00,0.00,6.16,0.00,0.00,8.24,0.00,0.00
-0.50,0.66,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.77,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
0.00,0.89,23.96,0.00,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
1.00,0.89,499.94,115.23,-0.00,12.04,-0.00,0.00,6.16,0.00,0.00,8.24,0.00,0.00
0.00,0.64,42.39,0.00,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.64,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.75,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
1.00,0.87,499.91,115.22,-0.00,12.04,-0.00,0.00,6.16,0.00,0.00,8.24,0.00,0.00
1.00,0.62,449.69,103.65,-0.00,12.04,-0.00,0.00,6.16,0.00,0.00,8.24,0.00,0.00
-0.50,0.37,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.48,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.60,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
1.00,0.71,499.91,115.22,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
-0.50,0.46,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
0.00,0.58,-20.42,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.58,-29.91,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
1.00,0.69,499.93,115.23,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
0.00,0.44,-3.81,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.44,-29.91,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.56,-29.91,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
1.00,0.67,499.94,115.23,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
-0.50,0.42,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.54,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
0.00,0.65,-3.09,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
1.00,0.65,499.91,115.22,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
0.00,0.40,-0.12,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.40,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-0.50,0.52,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
1.00,0.63,499.92,115.23,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
-0.50,0.38,-29.90,3.74,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
0.75,0.50,141.82,24.52,0.00,9.92,0.00,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.92,0.31,-29.90,6.91,0.25,9.92,0.57,0.25,12.68,0.73,0.08,5.80,0.11,0.00
1.00,0.52,416.17,95.92,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
-1.00,0.27,-29.90,7.47,0.25,9.92,0.57,0.25,12.68,0.73,-0.00,5.80,-0.00,0.00
-1.00,0.50,-29.90,7.47,0.25,9.92,0.57,0.25,12.68,0.73,0.00,5.80,0.00,0.00
1.00,0.73,239.59,55.22,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
1.00,0.48,499.92,115.23,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
0.50,0.23,132.79,15.30,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.50,0.10,-29.90,3.74,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.59,0.22,-29.90,4.41,0.25,9.92,0.57,0.25,12.68,0.73,0.41,5.80,0.59,0.00
1.00,0.35,499.95,115.23,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
0.00,0.10,99.95,0.00,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.50,0.10,-29.90,3.74,0.25,9.92,0.57,0.25,12.68,0.73,0.50,5.80,0.72,0.00
-0.59,0.22,-30.00,4.42,0.25,9.92,0.57,0.25,12.68,0.73,0.41,5.80,0.60,0.00
1.00,0.35,740.76,170.74,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
-0.50,0.10,-30.00,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-1.00,0.22,-59.95,14.99,0.25,12.96,0.75,0.25,9.24,0.53,-0.00,9.40,-0.00,0.00
-1.00,0.44,-59.98,14.99,0.25,12.96,0.75,0.25,9.24,0.53,-0.00,9.40,-0.00,0.00
1.00,0.67,499.97,115.24,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
0.00,0.42,33.47,0.00,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.50,0.42,-30.00,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.50,0.53,-30.00,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
1.00,0.65,569.80,131.33,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
-0.50,0.40,-29.96,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-1.00,0.51,-59.91,14.98,0.25,12.96,0.75,0.25,9.24,0.53,-0.00,9.40,-0.00,0.00
-1.00,0.74,-59.93,14.98,0.25,12.96,0.75,0.25,9.24,0.53,-0.00,9.40,-0.00,0.00
1.00,0.97,449.91,103.70,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
-0.18,0.72,-29.95,1.33,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.50,0.76,-29.97,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.50,0.87,-30.00,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
0.00,0.99,154.11,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.81,0.00
0.00,0.99,124.94,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.83,0.00
0.00,0.99,86.08,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,75.08,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,124.97,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,114.94,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,109.91,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,73.50,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,104.90,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,79.10,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,94.07,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,105.90,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,94.91,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,92.98,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,88.70,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,107.91,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.99,73.39,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.99,113.01,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.99,97.83,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.99,123.08,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.98,63.70,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.98,89.20,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.98,157.91,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.98,192.79,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.98,79.93,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.98,136.30,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.98,185.84,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.50,0.98,217.93,25.12,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.86,128.80,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.86,164.28,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.25,0.86,214.95,12.22,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.75,0.80,240.26,41.53,0.25,22.76,1.31,0.00,4.56,0.00,0.50,23.68,2.96,0.00
0.00,0.61,120.07,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.61,180.03,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.61,190.08,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.50,0.61,217.80,25.10,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.48,195.96,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.48,190.09,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.48,185.10,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.48,183.03,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.48,200.04,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.48,185.05,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.48,180.04,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.48,167.00,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.48,190.08,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
