BattSchedule_MW,SOC_percent,EnergyPriceDA_€perMWh,EnergyProfit_€,FCRCapacity,FCRPrice_€perMW,FCRRev_€,aFRR_UpCapacity,aFRR_UpPrice_€perMW,aFRR_UpRev_€,aFRR_DownCapacity,aFRR_DownPrice_€perMW,aFRR_DownRev_€,CapacityObligation
0.00,0.99,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
1.00,0.99,91.99,21.20,-0.00,20.24,-0.00,0.00,4.56,0.00,0.50,12.24,1.53,0.00
0.00,0.92,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.92,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.92,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
1.00,0.92,91.35,21.06,-0.00,20.24,-0.00,0.00,4.56,0.00,0.50,12.24,1.53,0.00
-0.50,0.86,-30.00,3.75,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.89,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
0.00,0.89,-29.90,-0.00,0.25,20.24,1.17,0.25,4.56,0.26,0.50,12.24,1.53,0.00
1.00,0.89,91.57,21.11,-0.00,20.24,-0.00,0.00,4.56,0.00,0.50,12.24,1.53,0.00
0.00,0.83,-29.90,-0.00,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
1.00,0.83,125.69,28.97,-0.00,17.84,-0.00,0.00,2.12,0.00,0.50,11.12,1.39,0.00
-0.50,0.77,-29.91,3.74,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
-0.50,0.80,-29.92,3.74,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
1.00,0.82,136.41,31.44,-0.00,17.84,-0.00,0.00,2.12,0.00,0.50,11.12,1.39,0.00
-0.50,0.76,-29.94,3.74,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
-0.50,0.79,-29.95,3.74,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
-0.50,0.82,-29.97,3.75,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
1.00,0.85,168.30,38.79,-0.00,17.84,-0.00,0.00,2.12,0.00,0.50,11.12,1.39,0.00
-0.50,0.79,-29.93,3.74,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
-0.50,0.82,-29.93,3.74,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
-0.50,0.84,-29.93,3.74,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
1.00,0.87,271.20,62.51,-0.00,17.84,-0.00,0.00,2.12,0.00,0.50,11.12,1.39,0.00
0.00,0.81,-29.90,-0.00,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
0.00,0.81,-29.90,-0.00,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
0.00,0.81,-29.90,-0.00,0.25,17.84,1.03,0.25,2.12,0.12,0.50,11.12,1.39,0.00
0.00,0.81,-29.90,-0.00,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
0.00,0.81,-29.90,-0.00,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
0.00,0.81,-29.90,-0.00,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
1.00,0.81,279.26,64.37,-0.00,15.48,-0.00,0.00,9.28,0.00,0.50,8.76,1.09,0.00
-0.50,0.75,-30.00,3.75,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
-0.50,0.78,-30.00,3.75,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
0.00,0.81,-29.90,-0.00,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
1.00,0.81,480.14,110.67,-0.00,15.48,-0.00,0.00,9.28,0.00,0.00,8.76,0.00,0.00
-0.50,0.74,-30.00,3.75,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
0.00,0.77,-29.90,-0.00,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
0.00,0.77,-29.90,-0.00,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
1.00,0.77,499.90,115.22,-0.00,15.48,-0.00,0.00,9.28,0.00,0.00,8.76,0.00,0.00
0.00,0.71,-29.90,-0.00,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
0.00,0.71,-29.90,-0.00,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
1.00,0.71,376.56,86.79,-0.00,15.48,-0.00,0.00,9.28,0.00,0.00,8.76,0.00,0.00
0.00,0.65,-29.90,-0.00,0.25,15.48,0.89,0.25,9.28,0.53,0.50,8.76,1.09,0.00
1.00,0.65,277.06,63.86,-0.00,14.88,-0.00,0.00,7.44,0.00,0.50,11.96,1.50,0.00
0.00,0.59,-29.90,-0.00,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
-0.50,0.59,-30.00,3.75,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
-0.50,0.61,-30.00,3.75,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
1.00,0.64,253.71,58.48,-0.00,14.88,-0.00,0.00,7.44,0.00,0.50,11.96,1.50,0.00
0.00,0.58,-29.90,-0.00,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
0.00,0.58,-29.90,-0.00,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
-0.17,0.58,-29.90,1.27,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
1.00,0.59,219.70,50.64,-0.00,14.88,-0.00,0.00,7.44,0.00,0.50,11.96,1.50,0.00
-0.50,0.53,-29.92,3.74,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
-0.50,0.56,-29.94,3.74,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
-0.50,0.59,-29.95,3.74,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
1.00,0.62,184.69,42.57,-0.00,14.88,-0.00,0.00,7.44,0.00,0.50,11.96,1.50,0.00
-0.50,0.55,-29.94,3.74,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
-0.50,0.58,-29.96,3.75,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
-0.50,0.61,-29.98,3.75,0.25,14.88,0.86,0.25,7.44,0.43,0.50,11.96,1.50,0.00
1.00,0.64,149.91,34.55,-0.00,28.00,-0.00,0.00,2.28,0.00,0.50,27.24,3.40,0.00
-0.50,0.58,-29.95,3.74,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
-0.50,0.61,-29.97,3.75,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
-0.50,0.64,-29.99,3.75,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
1.00,0.66,109.25,25.18,-0.00,28.00,-0.00,0.00,2.28,0.00,0.50,27.24,3.40,0.00
-0.50,0.60,-29.92,3.74,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
-0.50,0.63,-29.93,3.74,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
-0.50,0.66,-29.94,3.74,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
1.00,0.69,94.88,21.87,-0.00,28.00,-0.00,0.00,2.28,0.00,0.50,27.24,3.40,0.00
-0.50,0.63,-29.91,3.74,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
-0.50,0.66,-29.90,3.74,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
-0.50,0.68,-29.90,3.74,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
-0.50,0.71,-29.91,3.74,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
-0.50,0.74,-29.92,3.74,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
-0.50,0.77,-29.92,3.74,0.25,28.00,1.61,0.25,2.28,0.13,0.50,27.24,3.40,0.00
1.00,0.80,96.35,22.21,-0.00,28.00,-0.00,0.00,2.28,0.00,0.50,27.24,3.40,0.00
-0.50,0.74,-53.12,6.64,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
-0.50,0.77,-30.00,3.75,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
-0.50,0.80,-29.97,3.75,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
1.00,0.82,161.08,37.13,-0.00,23.64,-0.00,0.00,3.84,0.00,0.50,25.52,3.19,0.00
-1.00,0.76,-139.97,34.99,0.25,23.64,1.36,0.25,3.84,0.22,-0.00,25.52,-0.00,0.00
-1.00,0.82,-139.94,34.98,0.25,23.64,1.36,0.25,3.84,0.22,-0.00,25.52,-0.00,0.00
-1.00,0.88,-59.93,14.98,0.25,23.64,1.36,0.25,3.84,0.22,-0.00,25.52,-0.00,0.00
1.00,0.93,622.41,143.46,-0.00,23.64,-0.00,0.00,3.84,0.00,0.50,25.52,3.19,0.00
-1.00,0.87,-59.94,14.99,0.25,23.64,1.36,0.25,3.84,0.22,-0.00,25.52,-0.00,0.00
-0.50,0.93,-29.97,3.75,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
-0.50,0.96,-29.91,3.74,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
1.00,0.99,499.95,115.23,-0.00,23.64,-0.00,0.00,3.84,0.00,0.50,25.52,3.19,0.00
-0.50,0.92,-30.00,3.75,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
-0.50,0.95,-30.00,3.75,0.25,23.64,1.36,0.25,3.84,0.22,0.50,25.52,3.19,0.00
1.00,0.98,104.24,24.03,-0.00,23.64,-0.00,0.00,3.84,0.00,0.50,25.52,3.19,0.00
1.00,0.92,499.96,115.24,-0.00,23.64,-0.00,0.00,3.84,0.00,0.50,25.52,3.19,0.00
-0.50,0.86,-30.00,3.75,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.89,-30.00,3.75,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
0.75,0.92,33.76,5.84,0.25,12.04,0.69,0.00,6.16,0.00,0.50,8.24,1.03,0.00
1.00,0.87,499.91,115.22,-0.00,12.04,-0.00,0.00,6.16,0.00,0.00,8.24,0.00,0.00
-0.50,0.81,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.83,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
0.50,0.86,23.96,2.76,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
1.00,0.83,499.94,115.23,-0.00,12.04,-0.00,0.00,6.16,0.00,0.00,8.24,0.00,0.00
1.00,0.77,42.39,9.77,-0.00,12.04,-0.00,0.00,6.16,0.00,0.50,8.24,1.03,0.00
-0.50,0.71,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.74,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
1.00,0.77,499.91,115.22,-0.00,12.04,-0.00,0.00,6.16,0.00,0.00,8.24,0.00,0.00
1.00,0.70,449.69,103.65,-0.00,12.04,-0.00,0.00,6.16,0.00,0.00,8.24,0.00,0.00
-0.50,0.64,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.67,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
-0.50,0.70,-29.90,3.74,0.25,12.04,0.69,0.25,6.16,0.35,0.50,8.24,1.03,0.00
1.00,0.73,499.91,115.22,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
-0.50,0.66,-29.90,3.74,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
0.00,0.69,-20.42,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-1.00,0.69,-29.91,7.48,0.25,9.64,0.56,0.25,3.48,0.20,0.00,7.48,0.00,0.00
1.00,0.75,499.93,115.23,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
0.00,0.69,-3.81,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-1.00,0.69,-29.91,7.48,0.25,9.64,0.56,0.25,3.48,0.20,0.00,7.48,0.00,0.00
-1.00,0.74,-29.91,7.48,0.25,9.64,0.56,0.25,3.48,0.20,0.00,7.48,0.00,0.00
1.00,0.80,499.94,115.23,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
-0.87,0.74,-29.90,6.48,0.25,9.64,0.56,0.25,3.48,0.20,0.13,7.48,0.25,0.00
-1.00,0.79,-29.90,7.47,0.25,9.64,0.56,0.25,3.48,0.20,0.00,7.48,0.00,0.00
0.00,0.84,-3.09,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
1.00,0.84,499.91,115.22,-0.00,9.64,-0.00,0.00,3.48,0.00,0.00,7.48,0.00,0.00
0.00,0.78,-0.12,-0.00,0.25,9.64,0.56,0.25,3.48,0.20,0.50,7.48,0.94,0.00
-1.00,0.78,-29.90,7.47,0.25,9.64,0.56,0.25,3.48,0.20,0.00,7.48,0.00,0.00
-1.00,0.84,-29.90,7.47,0.25,9.64,0.56,0.25,3.48,0.20,-0.00,7.48,-0.00,0.00
1.00,0.90,499.92,115.23,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
-1.00,0.83,-29.90,7.47,0.25,9.92,0.57,0.25,12.68,0.73,-0.00,5.80,-0.00,0.00
1.00,0.89,141.82,32.69,0.00,9.92,0.00,-0.00,12.68,-0.00,0.50,5.80,0.72,0.00
-1.00,0.83,-29.90,7.47,0.25,9.92,0.57,0.25,12.68,0.73,-0.00,5.80,-0.00,0.00
1.00,0.89,416.17,95.92,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
-1.00,0.82,-29.90,7.47,0.25,9.92,0.57,0.25,12.68,0.73,-0.00,5.80,-0.00,0.00
-1.00,0.88,-29.90,7.47,0.25,9.92,0.57,0.25,12.68,0.73,-0.00,5.80,-0.00,0.00
1.00,0.94,239.59,55.22,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
1.00,0.87,499.92,115.23,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
1.00,0.81,132.79,30.61,0.00,9.92,0.00,-0.00,12.68,-0.00,0.50,5.80,0.72,0.00
-1.00,0.75,-29.90,7.47,0.25,9.92,0.57,0.25,12.68,0.73,-0.00,5.80,-0.00,0.00
-1.00,0.81,-29.90,7.47,0.25,9.92,0.57,0.25,12.68,0.73,-0.00,5.80,-0.00,0.00
1.00,0.86,499.95,115.23,0.00,9.92,0.00,-0.00,12.68,-0.00,0.00,5.80,0.00,0.00
1.00,0.80,99.95,23.04,0.00,9.92,0.00,-0.00,12.68,-0.00,0.50,5.80,0.72,0.00
-1.00,0.74,-29.90,7.47,0.25,9.92,0.57,0.25,12.68,0.73,-0.00,5.80,-0.00,0.00
-1.00,0.80,-30.00,7.50,0.25,9.92,0.57,0.25,12.68,0.73,0.00,5.80,0.00,0.00
1.00,0.85,740.76,170.74,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
-0.50,0.79,-30.00,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-1.00,0.82,-59.95,14.99,0.25,12.96,0.75,0.25,9.24,0.53,-0.00,9.40,-0.00,0.00
-1.00,0.88,-59.98,14.99,0.25,12.96,0.75,0.25,9.24,0.53,-0.00,9.40,-0.00,0.00
1.00,0.93,499.97,115.24,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
0.50,0.87,33.47,3.86,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.50,0.84,-30.00,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.50,0.87,-30.00,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
1.00,0.90,569.80,131.33,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
-0.50,0.83,-29.96,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-1.00,0.86,-59.91,14.98,0.25,12.96,0.75,0.25,9.24,0.53,-0.00,9.40,-0.00,0.00
-1.00,0.92,-59.93,14.98,0.25,12.96,0.75,0.25,9.24,0.53,-0.00,9.40,-0.00,0.00
1.00,0.98,449.91,103.70,-0.00,12.96,-0.00,0.00,9.24,0.00,0.00,9.40,0.00,0.00
-0.50,0.91,-29.95,3.74,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.50,0.94,-29.97,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
-0.50,0.97,-30.00,3.75,0.25,12.96,0.75,0.25,9.24,0.53,0.50,9.40,1.18,0.00
0.50,1.00,154.11,17.76,0.25,20.52,1.18,0.25,2.72,0.16,0.41,22.72,2.31,0.00
0.00,0.97,124.94,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,86.08,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,75.08,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,124.97,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,114.94,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,109.91,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,73.50,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,104.90,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,79.10,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,94.07,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,105.90,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,94.91,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,92.98,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,88.70,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
0.00,0.97,107.91,0.00,0.25,20.52,1.18,0.25,2.72,0.16,0.50,22.72,2.84,0.00
-0.02,0.97,73.39,-0.37,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.97,113.01,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.97,97.83,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.97,123.08,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
-0.50,0.97,63.70,-7.96,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
-0.00,1.00,89.20,-0.02,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.12,1.00,157.91,4.51,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.75,0.99,192.79,33.33,0.25,22.76,1.31,0.00,4.56,0.00,0.50,23.68,2.96,0.00
-0.96,0.94,79.93,-19.10,0.25,22.76,1.31,0.25,4.56,0.26,0.04,23.68,0.26,0.00
0.00,1.00,136.30,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.50,1.00,185.84,21.42,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
1.00,0.97,217.93,50.23,-0.00,22.76,-0.00,0.00,4.56,0.00,0.50,23.68,2.96,0.00
0.00,0.90,128.80,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
0.00,0.90,164.28,0.00,0.25,22.76,1.31,0.25,4.56,0.26,0.50,23.68,2.96,0.00
1.00,0.90,214.95,49.54,-0.00,22.76,-0.00,0.00,4.56,0.00,0.50,23.68,2.96,0.00
1.00,0.84,240.26,55.38,-0.00,22.76,-0.00,0.00,4.56,0.00,0.50,23.68,2.96,0.00
0.00,0.78,120.07,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.78,180.03,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.50,0.78,190.08,21.91,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
1.00,0.75,217.80,50.20,-0.00,9.28,-0.00,0.00,8.40,0.00,0.50,6.24,0.78,0.00
1.00,0.69,195.96,45.17,0.00,9.28,0.00,0.00,8.40,0.00,0.50,6.24,0.78,0.00
0.50,0.63,190.09,21.91,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.50,0.59,185.10,21.33,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.56,183.03,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
1.00,0.56,200.04,46.11,-0.00,9.28,-0.00,0.00,8.40,0.00,0.50,6.24,0.78,0.00
0.00,0.50,185.05,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.50,180.04,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
0.00,0.50,167.00,0.00,0.25,9.28,0.53,0.25,8.40,0.48,0.50,6.24,0.78,0.00
